id,score,probability
135309,552.662778,0.659257
9604,630.482110,0.396799
203848,606.201109,0.479458
218575,587.056678,0.545668
98558,644.752815,0.350542
2297,536.235641,0.708418
117737,689.795275,0.224249
227695,601.355203,0.496241
151025,638.347006,0.371018
99986,663.228959,0.294674
12162,587.608111,0.543772
9225,575.660629,0.584473
72536,613.529398,0.454177
174969,601.343434,0.496282
49102,604.046033,0.486918
107261,705.941118,0.187718
246276,640.426819,0.364315
96915,491.718100,0.818298
140614,571.007408,0.600050
10070,637.965562,0.372253
179597,642.880112,0.356475
14954,644.120958,0.352539
166780,698.658696,0.203599
98599,610.706757,0.463894
76289,625.099030,0.414790
118501,644.200166,0.352289
97059,658.627293,0.308104
156361,621.806787,0.425910
132300,619.381604,0.434151
150921,623.611046,0.419806
158253,645.434462,0.348394
149989,595.175358,0.517651
33021,714.677603,0.169945
22622,646.224141,0.345913
20809,655.924438,0.316149
185471,644.947043,0.349930
92871,617.834624,0.439426
213370,592.427082,0.527156
112041,682.670909,0.241896
122511,659.398501,0.305830
120352,545.721334,0.680531
179406,634.649885,0.383055
95080,604.913788,0.483913
150329,648.649047,0.338347
103059,627.112393,0.408032
12048,611.697306,0.460480
34409,617.232528,0.441483
67288,666.873760,0.284282
126151,645.752001,0.347395
246612,619.013238,0.435406
190145,609.512966,0.468012
15151,641.530169,0.360780
111375,585.180909,0.552107
101502,667.108744,0.283620
88313,568.433089,0.608583
219831,591.459215,0.530500
70682,667.012956,0.283890
212373,603.262693,0.489631
239456,622.964193,0.421992
39437,647.724402,0.341223
139349,678.137968,0.253606
209522,619.226188,0.434680
6113,687.697421,0.229348
188993,547.134915,0.676255
200542,608.360741,0.471991
15273,725.154324,0.150427
15564,600.887313,0.497862
8760,650.620802,0.332255
31881,612.508966,0.457686
49791,553.851199,0.655546
161962,558.865780,0.639684
181327,617.491494,0.440598
106332,644.426448,0.351573
172208,593.373271,0.523886
9947,625.367624,0.413887
61706,619.662823,0.433193
215526,560.120951,0.635663
66688,645.971707,0.346705
111785,548.250187,0.672861
156591,683.425302,0.239983
189379,586.835679,0.546427
138717,648.026628,0.340281
125504,571.688863,0.597780
171202,588.418461,0.540984
35612,630.337014,0.397280
248562,539.678353,0.698462
226315,572.909653,0.593705
423,577.193312,0.579304
75771,598.106303,0.507500
223686,696.355536,0.208825
160155,555.056053,0.651765
133103,595.991633,0.514825
39495,599.394520,0.503036
201564,555.413188,0.650640
184781,676.193564,0.258742
104620,676.626551,0.257592
234957,628.820823,0.402324
112887,611.494024,0.461180
83500,591.057158,0.531888
125601,568.313987,0.608976
33299,563.216712,0.625667
175731,625.203109,0.414440
248745,632.796890,0.389144
202520,614.272368,0.451625
67618,598.761935,0.505228
123621,548.799203,0.671184
175857,760.621106,0.097710
49285,606.693863,0.477753
192476,549.334919,0.669543
190499,594.197974,0.521033
102485,631.788548,0.392472
122499,583.629792,0.557418
194192,565.242032,0.619069
150751,571.559101,0.598213
202245,570.942652,0.600265
164039,596.663308,0.512499
72410,583.515533,0.557809
155465,578.038424,0.576446
61435,489.276087,0.823277
236193,566.572498,0.614710
101615,702.174862,0.195809
144185,667.642221,0.282120
53184,654.812235,0.319492
147998,571.132221,0.599634
67567,549.334919,0.669543
26004,684.992290,0.236044
178890,654.760092,0.319649
233899,644.296917,0.351983
9178,636.558714,0.376821
224827,599.839669,0.501493
248942,586.112115,0.548912
143710,595.340502,0.517079
94861,529.768843,0.726584
86296,574.129374,0.589620
3264,526.023853,0.736776
56968,625.081305,0.414850
54275,601.040073,0.497333
94881,691.320912,0.220591
147847,583.037248,0.559443
84157,648.453617,0.338954
230023,595.952798,0.514959
86635,644.307848,0.351948
72050,536.336230,0.708130
7495,682.130816,0.243272
183045,640.889838,0.362830
222809,673.010653,0.267294
78758,567.822662,0.610597
230406,682.770340,0.241643
22122,569.021718,0.606638
73354,642.465044,0.357797
133503,588.953770,0.539140
113953,672.990180,0.267350
22606,652.748768,0.325743
100136,652.493944,0.326519
64639,646.234944,0.345879
143429,620.559682,0.430143
153918,671.433497,0.271598
199253,595.014939,0.518206
240178,655.190890,0.318351
193421,683.288256,0.240330
211008,631.927589,0.392012
215391,595.916479,0.515085
109353,614.260432,0.451666
58750,590.485123,0.533862
87188,647.783297,0.341039
99001,647.257656,0.342679
220671,643.762193,0.353675
174817,542.935852,0.688867
80794,664.879267,0.289942
74297,554.236979,0.654337
45305,612.799310,0.456687
229021,586.923985,0.546124
197105,586.716282,0.546838
132024,579.360195,0.571966
38235,595.148350,0.517745
4048,589.752142,0.536389
65856,640.807016,0.363095
85786,585.032203,0.552616
162409,715.253154,0.168822
118028,623.455910,0.420330
17091,647.518628,0.341864
176281,637.166041,0.374846
40460,657.787679,0.310591
100857,584.739199,0.553620
97629,603.450921,0.488979
177178,635.595839,0.379961
146587,649.191898,0.336664
12090,783.952774,0.072670
40899,621.338354,0.427499
183933,594.166125,0.521143
183209,659.658190,0.305066
74321,697.595684,0.205999
47930,621.302189,0.427622
233611,595.800354,0.515487
20807,537.054661,0.706067
140357,526.873075,0.734486
224371,554.043275,0.654944
66015,599.077238,0.504135
200684,624.588816,0.416508
205859,624.775005,0.415881
102351,666.224641,0.286117
191859,606.516920,0.478365
71037,709.991159,0.179307
207833,659.215683,0.306368
80421,644.930598,0.349981
200443,555.476922,0.650439
181778,665.320616,0.288684
167235,581.918466,0.563262
61083,542.378066,0.690522
155078,565.930123,0.616817
72520,633.826426,0.385757
237956,599.727210,0.501883
147408,528.124222,0.731090
205361,620.788802,0.429365
159979,647.171692,0.342947
107777,635.957510,0.378781
50686,653.556353,0.323289
74282,652.187203,0.327455
139420,679.667156,0.249614
137247,571.983428,0.596798
113735,643.502893,0.354497
7952,613.755408,0.453400
73578,542.382498,0.690509
72857,580.531559,0.567986
38295,651.161184,0.330595
233642,635.706754,0.379599
241418,637.941987,0.372329
195638,582.133765,0.562528
67937,633.312020,0.387448
59828,646.347819,0.345525
73398,626.040271,0.411627
236640,609.087159,0.469482
110346,546.591542,0.677902
66986,664.780752,0.290223
43856,618.762681,0.436260
189889,587.713601,0.543409
151396,692.517719,0.217751
22762,564.077953,0.622867
200044,668.614877,0.279397
121378,535.918133,0.709326
118427,642.580726,0.357428
65981,619.141992,0.434967
117333,592.370226,0.527353
69883,571.589203,0.598113
151981,643.537525,0.354387
14253,635.086570,0.381626
199852,607.047666,0.476529
35487,596.548180,0.512898
91856,633.026748,0.388387
96953,658.970714,0.307090
15106,590.322220,0.534424
8344,567.291569,0.612346
39210,614.851784,0.449636
60431,638.952324,0.369062
107237,583.377870,0.558279
52025,601.854962,0.494509
245503,634.145089,0.384711
111201,608.280436,0.472268
115084,553.636732,0.656217
81047,671.992653,0.270067
51472,644.729982,0.350614
196958,694.899581,0.212179
17443,561.599393,0.630904
162540,777.979377,0.078452
115146,560.120951,0.635663
117845,639.022176,0.368836
89286,559.415554,0.637925
163271,636.846248,0.375886
117914,621.018645,0.428584
187272,713.322590,0.172611
226086,542.382498,0.690509
215367,574.691715,0.587732
96638,609.373268,0.468494
65639,569.021718,0.606638
239552,639.520733,0.367229
83663,549.696318,0.668433
86622,717.130752,0.165201
19780,710.401446,0.178471
156329,667.375338,0.282870
129922,628.130576,0.404627
242272,645.167228,0.349236
26116,601.788825,0.494738
204672,632.652862,0.389619
207760,549.000696,0.670567
130856,689.800565,0.224236
238479,601.964698,0.494129
59632,640.580418,0.363822
64156,658.564730,0.308289
29849,635.126815,0.381494
210101,637.897527,0.372473
102738,627.135421,0.407955
216994,585.831914,0.549874
79295,594.270212,0.520783
34005,603.809236,0.487738
170407,614.558062,0.450644
102240,624.710353,0.416099
83403,630.807851,0.395718
74046,585.953122,0.549458
14173,585.888639,0.549679
121291,562.244375,0.628819
194277,580.193277,0.569137
76407,536.697400,0.707094
240131,596.379556,0.513482
61361,543.701219,0.686588
34569,740.382184,0.125389
48551,647.318845,0.342487
44056,590.617306,0.533406
138298,612.507487,0.457691
102568,634.273602,0.384289
243383,648.312684,0.339392
136159,637.500609,0.373760
188500,573.453689,0.591884
70620,688.214336,0.228084
101089,596.172882,0.514197
104866,650.150338,0.333704
34490,636.861203,0.375837
96972,636.148866,0.378157
77220,559.191013,0.638644
35557,590.867888,0.532541
139079,560.118647,0.635671
196639,618.137962,0.438391
96272,561.753964,0.630404
49954,680.042251,0.248641
35400,555.146460,0.651480
196257,622.114656,0.424867
44117,658.342292,0.308947
153752,565.208297,0.619179
53219,609.232830,0.468979
225226,536.934689,0.706412
56852,578.784686,0.573918
3492,633.294453,0.387506
72378,568.660500,0.607832
206943,645.885391,0.346976
126607,673.665322,0.265521
77466,633.240877,0.387682
158524,571.566655,0.598188
150141,633.614661,0.386453
191400,634.878031,0.382308
49644,547.611101,0.674808
32816,617.977711,0.438938
10638,582.933844,0.559797
207506,578.925643,0.573441
214835,533.121065,0.717256
54424,640.961323,0.362601
98396,634.713522,0.382847
149259,551.306229,0.663468
5889,601.081438,0.497189
61533,566.934642,0.613520
187946,512.012660,0.772681
199438,595.635674,0.516058
166724,585.015853,0.552672
129491,668.493087,0.279737
54321,622.296157,0.424252
147853,580.413503,0.568388
144872,664.475619,0.291095
32759,680.586545,0.247234
28344,601.198588,0.496783
212838,680.494154,0.247473
131272,682.676125,0.241883
234947,570.662607,0.601196
234515,599.163383,0.503837
30364,566.789278,0.613998
17284,589.402296,0.537595
188909,690.725361,0.222014
100874,624.210777,0.417783
98553,719.353777,0.160995
241090,630.854339,0.395564
22251,664.575882,0.290808
224498,537.602099,0.704489
179518,637.722308,0.373041
79920,562.453140,0.628143
106589,577.986314,0.576623
106406,634.295730,0.384216
249,665.052001,0.289449
61245,623.751913,0.419331
246454,664.368867,0.291400
115287,667.640298,0.282125
16170,565.578297,0.617969
63370,577.700870,0.577588
243952,568.098832,0.609686
120257,617.577358,0.440305
181000,514.912337,0.765543
110871,586.998091,0.545869
83566,630.652767,0.396233
124431,621.942757,0.425450
220594,572.181309,0.596138
49030,603.271135,0.489602
125468,621.658461,0.426413
16020,663.096649,0.295056
240407,536.855192,0.706640
18495,651.106161,0.330764
145612,545.542564,0.681069
129148,668.951869,0.278457
7094,570.736128,0.600952
24775,624.144214,0.418007
107436,675.330594,0.261043
159272,660.726858,0.301934
34825,680.462826,0.247554
224423,647.402018,0.342228
109508,638.330747,0.371070
75859,670.645022,0.273766
74678,641.196001,0.361849
221741,637.597282,0.373447
138305,695.377316,0.211075
36954,567.363694,0.612109
94944,640.580418,0.363822
149981,547.586252,0.674884
31377,632.512526,0.390082
187445,638.847955,0.369399
190448,558.523871,0.640775
114878,620.548306,0.430182
197734,555.452656,0.650516
30150,600.175872,0.500328
160952,615.660180,0.446865
94003,693.989346,0.214296
147214,607.800201,0.473928
215721,594.044777,0.521563
192741,604.764983,0.484428
56827,638.393477,0.370868
131330,657.446108,0.311606
245875,640.081950,0.365423
156972,633.206546,0.387795
74309,586.257664,0.548413
188477,603.640183,0.488324
158914,527.520447,0.732732
165960,702.216797,0.195718
49419,635.784440,0.379345
136855,561.443451,0.631407
110108,557.918737,0.642704
241239,650.238467,0.333432
132022,641.397921,0.361203
19643,665.839501,0.287209
130827,557.531588,0.643936
199541,592.725711,0.526124
18235,563.443574,0.624931
104428,639.003266,0.368897
185119,632.252605,0.390939
12951,627.045090,0.408257
55864,551.292277,0.663511
142346,664.756804,0.290291
66768,630.984489,0.395133
43195,598.083913,0.507577
249337,643.415386,0.354775
42036,689.439920,0.225107
57115,568.889739,0.607074
64777,676.673854,0.257467
163082,600.736774,0.498384
234769,620.908933,0.428957
41321,698.808691,0.203262
104705,587.451405,0.544311
247505,547.179019,0.676121
192778,644.908730,0.350050
89707,652.620473,0.326134
34987,651.161184,0.330595
38686,689.284739,0.225482
98847,597.795171,0.508578
154179,609.787585,0.467064
105289,626.304964,0.410738
178443,647.702632,0.341290
101091,612.684684,0.457082
104956,656.751341,0.313676
208365,622.898148,0.422215
179990,623.280111,0.420924
235741,596.526078,0.512974
14840,591.110449,0.531704
234403,571.847790,0.597251
153262,592.594389,0.526578
51590,615.663984,0.446852
114411,625.948708,0.411934
123656,607.948024,0.473417
100274,580.477427,0.568170
62549,567.092615,0.613001
194508,635.813205,0.379251
246597,660.107239,0.303748
109662,567.444948,0.611841
174517,609.898269,0.466682
219555,575.832593,0.583894
225902,688.083446,0.228404
43897,609.058401,0.469581
16664,701.713704,0.196818
35885,633.088368,0.388184
1639,641.718141,0.360179
231198,649.069398,0.337044
108678,660.398332,0.302895
104901,681.585051,0.244667
79607,469.167165,0.860263
181258,600.486902,0.499250
222123,583.624889,0.557435
221007,617.334861,0.441134
222835,584.364273,0.554904
46528,728.668286,0.144307
173160,641.072710,0.362244
21150,563.354126,0.625221
104896,606.479588,0.478494
236758,616.837045,0.442836
199865,669.253793,0.277617
25526,645.892042,0.346955
155447,575.832593,0.583894
26731,591.202417,0.531386
241027,601.256968,0.496581
443,637.772111,0.372880
120094,687.670105,0.229415
7352,640.388162,0.364439
55605,619.870389,0.432487
225870,611.372463,0.461599
4557,574.127919,0.589624
82110,570.286315,0.602446
149265,653.292585,0.324089
164724,623.607705,0.419818
89854,617.891199,0.439233
152496,609.840942,0.466880
7624,578.981148,0.573252
55826,671.114208,0.272475
208491,687.241457,0.230467
66906,636.489543,0.377047
32277,683.221684,0.240499
170000,621.969724,0.425358
172984,599.489521,0.502707
132247,658.255163,0.309205
169104,621.562983,0.426737
222339,672.311336,0.269197
148169,611.344435,0.461696
106971,660.038264,0.303950
50540,643.871468,0.353329
217391,570.066642,0.603176
86871,690.746536,0.221963
166844,673.896499,0.264896
188126,661.998729,0.298231
45068,587.630515,0.543695
162186,698.260571,0.204495
20158,681.389917,0.245168
147322,622.163622,0.424701
81554,603.587037,0.488508
23542,658.506212,0.308462
22127,576.285718,0.582367
192136,608.941699,0.469984
91369,597.936874,0.508087
2609,635.585722,0.379994
191549,648.485446,0.338855
136367,563.837545,0.623650
198947,645.782243,0.347300
122158,545.799476,0.680295
125841,646.290673,0.345704
113027,645.488762,0.348223
216187,644.108644,0.352578
80862,670.832061,0.273251
100461,534.598839,0.713082
164702,672.186143,0.269539
182794,671.301814,0.271960
27934,558.840871,0.639763
139278,630.627122,0.396318
74253,561.242725,0.632054
87639,567.466025,0.611772
183739,713.565247,0.172131
3167,550.559906,0.665774
241953,578.683351,0.574262
90965,663.065966,0.295144
97232,576.662220,0.581097
117662,674.373053,0.263612
238398,576.809476,0.580600
217606,526.443777,0.735645
67626,722.907200,0.154451
11647,668.487285,0.279753
121579,689.451117,0.225080
190835,589.337508,0.537818
233081,574.915009,0.586982
87046,601.828698,0.494600
21926,580.590141,0.567787
28385,571.070580,0.599840
88780,529.327908,0.727797
77483,656.350931,0.314872
61538,590.317428,0.534440
65296,604.844807,0.484152
3992,563.246873,0.625570
97191,651.444579,0.329726
75069,612.889871,0.456376
25415,616.312534,0.444631
4605,669.889408,0.275854
170321,595.021524,0.518183
14383,559.480286,0.637718
248895,671.289893,0.271992
191847,593.901596,0.522059
42340,526.872532,0.734488
33646,586.643585,0.547087
106114,535.741495,0.709831
72740,601.919470,0.494285
67659,545.081386,0.682456
78681,644.927863,0.349990
242963,645.766838,0.347349
96059,571.250769,0.599240
84096,567.289387,0.612353
133266,659.744323,0.304813
178467,670.327990,0.274641
81008,635.304378,0.380913
222303,614.642713,0.450354
11790,582.403428,0.561608
41457,576.010686,0.583294
54051,581.434690,0.564911
203714,656.208368,0.315298
178432,667.789182,0.281707
12699,671.700011,0.270868
59507,677.274930,0.255877
99581,539.408471,0.699250
236240,593.247497,0.524321
187521,593.592757,0.523127
200368,580.718144,0.567351
92791,553.283312,0.657321
90902,642.450265,0.357844
219187,626.889848,0.408777
160513,617.241204,0.441454
140937,616.624555,0.443563
136684,645.675041,0.347637
92670,549.882414,0.667861
93720,607.384876,0.475363
60383,685.340152,0.235175
49684,637.831225,0.372688
54122,616.767754,0.443073
64331,657.147753,0.312494
219829,559.968151,0.636154
67982,507.204609,0.784175
5045,688.705418,0.226888
100325,602.421494,0.492546
220921,601.854962,0.494509
195611,622.553916,0.423380
97094,638.347006,0.371018
98582,629.282505,0.400786
33736,516.747467,0.760946
176619,582.059021,0.562783
84307,550.304344,0.666562
233386,578.597885,0.574552
190561,647.364102,0.342346
230363,551.593107,0.662580
141706,551.673401,0.662331
114348,626.389826,0.410453
241483,611.029143,0.462782
63005,607.548063,0.474799
160090,580.799545,0.567074
180362,577.280039,0.579011
148345,557.895569,0.642778
207599,555.785361,0.649466
235669,594.573283,0.519735
78700,697.450936,0.206327
244901,655.054018,0.318763
42999,678.191866,0.253464
88644,627.645038,0.406249
141109,598.943045,0.504600
232544,660.626226,0.302229
129324,550.102626,0.667184
74557,568.762325,0.607495
137270,538.552571,0.701739
45286,675.496857,0.260599
34160,552.673389,0.659224
14299,643.078454,0.355845
200242,648.558342,0.338629
117756,667.462173,0.282626
40940,581.040699,0.566253
206997,509.391635,0.779000
106281,624.038176,0.418365
214882,546.232890,0.678987
241321,640.418646,0.364341
84848,588.407306,0.541022
47854,600.460136,0.499343
112945,627.340287,0.407269
227667,596.415029,0.513359
125986,577.491618,0.578296
228090,667.865820,0.281492
36469,550.937666,0.664608
202206,504.388938,0.790708
73481,693.384828,0.215711
32164,542.883743,0.689022
31750,603.550618,0.488634
63002,636.558686,0.376822
154581,584.778118,0.553487
211637,697.290416,0.206692
48647,608.590923,0.471195
26698,602.426623,0.492528
158979,603.432555,0.489043
199089,600.207674,0.500218
17373,622.748179,0.422723
140861,636.236166,0.377872
199335,587.283656,0.544888
105426,583.730858,0.557072
162016,692.549369,0.217677
17480,521.472890,0.748827
3324,606.996925,0.476705
177565,630.898005,0.395420
87163,571.210895,0.599373
10048,614.396502,0.451199
71488,678.654685,0.252252
154087,578.925643,0.573441
230980,651.738762,0.328826
177865,623.366348,0.420633
139290,659.977398,0.304129
59361,671.423636,0.271625
231329,614.158803,0.452015
48911,598.866843,0.504864
219925,670.960599,0.272897
80544,683.566986,0.239625
175240,559.974810,0.636132
216371,598.127479,0.507427
247681,600.730717,0.498405
222207,575.126159,0.586272
5460,632.522778,0.390048
172114,665.852353,0.287172
4001,624.078700,0.418228
11270,539.482740,0.699033
152440,671.158870,0.272352
210074,597.585729,0.509304
99972,542.022907,0.691573
198711,579.716749,0.570756
79868,614.391077,0.451217
212583,636.069964,0.378414
217620,580.813243,0.567028
155028,606.600729,0.478075
25570,635.642833,0.379808
55154,606.480716,0.478490
67878,652.069641,0.327814
15150,605.694755,0.481210
128934,638.946406,0.369081
158389,686.230834,0.232962
169271,613.577435,0.454012
105220,673.946584,0.264761
16047,606.598212,0.478084
135142,656.018828,0.315866
240847,564.318606,0.622083
22942,644.861704,0.350199
63989,628.820823,0.402324
19978,632.006203,0.391753
223713,576.947424,0.580135
8497,563.785534,0.623819
161175,605.994956,0.480171
67435,637.964884,0.372255
116243,701.734568,0.196772
158083,664.960156,0.289711
153674,674.810417,0.262437
166489,626.660462,0.409546
69371,665.457460,0.288294
146271,536.245159,0.708390
169028,643.699577,0.353874
161768,723.086265,0.154128
234114,526.476698,0.735556
209176,700.489785,0.199514
231058,630.387401,0.397113
112908,629.360453,0.400526
162481,646.635273,0.344625
40851,687.496148,0.229842
183737,624.265740,0.417597
243106,623.260497,0.420990
62949,587.013459,0.545816
55276,586.465523,0.547699
32800,562.376964,0.628390
4232,685.478423,0.234831
71340,607.843211,0.473779
175961,685.466600,0.234860
242696,634.090992,0.384888
37170,636.355970,0.377482
52577,627.863880,0.405518
85449,701.073662,0.198224
44602,675.755434,0.259909
55791,545.891289,0.680018
78405,641.572919,0.360643
164097,648.680722,0.338249
12346,531.141345,0.722788
190692,588.821791,0.539595
4663,571.983428,0.596798
36122,652.086273,0.327763
60116,558.553647,0.640680
122432,515.461935,0.764173
558,619.688082,0.433107
100195,577.945043,0.576762
191150,657.102291,0.312629
42547,626.793684,0.409099
188299,635.257586,0.381066
229005,580.590141,0.567787
59519,670.372425,0.274518
232267,495.173633,0.811066
17858,605.392772,0.482255
23860,650.152304,0.333698
241322,625.004693,0.415108
45557,636.563815,0.376805
79081,551.831922,0.661839
122524,562.925835,0.626611
192790,653.885406,0.322292
45887,533.904184,0.715049
244099,575.243885,0.585876
63361,551.791413,0.661965
69682,514.289398,0.767090
188478,676.894287,0.256883
121396,587.608386,0.543771
176501,548.742710,0.671356
243049,557.387199,0.644394
54611,659.151049,0.306559
248289,634.956354,0.382052
99981,595.606628,0.516158
180045,676.250981,0.258589
185692,548.724834,0.671411
21134,644.839315,0.350269
484,587.895394,0.542784
4217,643.973296,0.353007
80456,712.786517,0.173675
39988,606.742057,0.477586
110145,669.246342,0.277638
239835,526.538201,0.735390
42516,594.925920,0.518514
82494,624.124543,0.418073
128085,678.607754,0.252375
63767,685.126146,0.235709
2862,585.597459,0.550678
79067,546.799705,0.677272
29743,627.704587,0.406050
77427,577.782799,0.577311
211175,666.102142,0.286464
249762,675.915859,0.259481
187601,558.523871,0.640775
74985,618.092124,0.438547
156581,679.861425,0.249110
210052,570.185674,0.602780
95943,616.233886,0.444900
957,620.777886,0.429402
59109,603.794557,0.487789
47678,556.112369,0.648434
115726,701.893421,0.196424
116443,567.900477,0.610340
202004,659.514464,0.305489
199620,538.731678,0.701219
78013,591.149195,0.531570
22481,608.525446,0.471422
176842,696.700410,0.208036
89847,658.594287,0.308202
208168,573.777268,0.590800
217207,560.297589,0.635096
58968,655.469539,0.317514
183320,656.502612,0.314418
66682,578.784686,0.573918
238170,650.232899,0.333449
177343,626.929111,0.408646
55509,642.298969,0.358326
10649,637.161094,0.374862
179769,529.327908,0.727797
316,636.844769,0.375891
143687,560.663774,0.633919
23234,674.472935,0.263343
153641,668.750593,0.279018
129058,578.749005,0.574039
29935,653.020744,0.324915
243174,667.694615,0.281973
228311,597.663469,0.509034
136809,545.639173,0.680778
37890,647.279824,0.342609
214027,610.412981,0.464907
90859,734.455552,0.134680
244137,682.450356,0.242457
242990,558.189629,0.641841
54593,625.927370,0.412006
35794,535.526478,0.710444
49376,640.886888,0.362839
192064,693.337852,0.215821
22331,529.327908,0.727797
153672,597.143533,0.510835
90118,637.956309,0.372283
116561,580.940480,0.566595
103923,668.430774,0.279911
245548,690.722782,0.222020
131087,572.211850,0.596036
195604,622.114656,0.424867
46121,692.036966,0.218889
25793,590.271354,0.534599
108420,614.687265,0.450201
114684,586.034703,0.549178
125577,676.525549,0.257860
137810,593.032219,0.525065
81979,645.493234,0.348209
79672,550.133554,0.667088
208376,638.438137,0.370723
98813,633.586585,0.386545
231481,542.176676,0.691118
70867,589.688418,0.536609
199576,624.184475,0.417871
126070,547.573083,0.674924
34956,568.845080,0.607222
81213,599.111107,0.504018
198333,610.582719,0.464321
140049,620.831478,0.429220
97674,724.887567,0.150900
100278,677.114431,0.256301
8837,594.769818,0.519055
127177,710.685151,0.177895
168657,616.402672,0.444322
248776,541.357668,0.693536
203088,653.529194,0.323371
32865,577.106794,0.579596
187818,535.951594,0.709230
104057,536.540693,0.707543
125171,615.624810,0.446986
179919,704.935987,0.189852
96223,629.202433,0.401052
108476,655.271782,0.318108
56371,643.341534,0.355009
122348,590.516854,0.533752
156154,584.864067,0.553193
226325,618.758210,0.436275
94630,619.408979,0.434057
36041,686.256070,0.232899
11602,591.703381,0.529656
100217,647.781592,0.341044
92897,603.483450,0.488867
14526,583.911556,0.556454
239590,568.425780,0.608607
117369,603.002120,0.490534
113058,638.524501,0.370444
123026,676.647905,0.257536
74358,600.559607,0.498998
66252,627.464545,0.406853
248388,645.031037,0.349665
10057,655.218661,0.318268
84345,553.349954,0.657113
53189,519.409403,0.754169
